D:\Projects\Datasets\3dsmax\evaluate\Train\interior\GroundTruth\interior max_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Normals\interior max_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Position\interior max_Perspective_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000061_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000061_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000061_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000061_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000061_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000061_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000061_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000061_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000061_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000061_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000061_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000061_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000062_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000062_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000062_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000063_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000063_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000063_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000064_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000064_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000064_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000065_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000065_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000065_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000066_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000066_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000066_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000067_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000067_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000067_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000068_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000068_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000068_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000069_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000069_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000069_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000070_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000070_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000070_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000071_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000071_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000071_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000072_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000072_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000072_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000073_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000073_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000073_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000074_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000074_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000074_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075_rot_270.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000075_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000075_rot_90.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000075_rot_90.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000076.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000076_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000076_flip_h.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000076_flip_h.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000076_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000076_flip_v.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000076_flip_v.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000076_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000076_rot_180.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000076_rot_180.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\GroundTruth\0000000076_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\HBAO\0000000076_rot_270.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\TestCheese\Normal\0000000076_rot_270.exr
